dateTime,stress,emotion,,,,
08/02/2021 15:50:00Z,2,Sad,,,,
08/02/2021 15:50:00Z,2,Happy,,,,
08/02/2021 15:50:00Z,9,Sad,,,,
08/02/2021 15:50:00Z,2,Sad,,,,
08/02/2021 15:50:00Z,7,Excited,,,,
08/02/2021 15:51:46Z,2,Worried,,,,
08/02/2021 15:51:46Z,4,Calm,,,,
08/02/2021 15:51:46Z,1,Happy,,,,
08/02/2021 15:51:46Z,6,Calm,,,,
08/02/2021 15:51:46Z,8,Sad,,,,
08/02/2021 15:51:46Z,5,Happy,,,,
08/02/2021 15:52:44Z,6,Worried,,,,
08/02/2021 15:52:44Z,2,Happy,,,,
08/02/2021 15:52:44Z,5,Sad,,,,
08/02/2021 15:52:44Z,4,Angry,,,,
08/02/2021 15:52:44Z,10,Happy,,,,
08/02/2021 15:55:07Z,5,Happy,,,,
08/02/2021 15:55:23Z,4,Calm,,,,
08/02/2021 16:03:49Z,1,Happy,,,,
08/02/2021 16:03:49Z,10,Angry,,,,
08/02/2021 16:03:49Z,10,Happy,,,,
08/02/2021 16:03:49Z,9,Happy,,,,
08/02/2021 16:03:49Z,8,Excited,,,,
08/02/2021 16:03:49Z,8,Worried,,,,
08/02/2021 16:26:30Z,2,Excited,,,,
08/02/2021 16:26:30Z,5,Happy,,,,
08/02/2021 16:26:30Z,2,Calm,,,,
08/02/2021 16:26:30Z,4,Worried,,,,
08/02/2021 16:26:30Z,9,Happy,,,,
08/02/2021 16:26:30Z,8,Angry,,,,
08/02/2021 16:26:30Z,1,Calm,,,,
08/02/2021 16:40:36Z,10,Angry,,,,
08/02/2021 16:40:36Z,7,Angry,,,,
08/02/2021 16:40:36Z,7,Worried,,,,
08/02/2021 16:40:36Z,8,Sad,,,,
08/02/2021 16:40:36Z,3,Worried,,,,
08/02/2021 16:40:36Z,3,Happy,,,,
08/02/2021 16:43:48Z,10,Angry,,,,
08/02/2021 16:43:48Z,7,Sad,,,,
08/02/2021 16:43:48Z,6,Sad,,,,
08/02/2021 16:43:48Z,1,Excited,,,,
08/02/2021 16:43:48Z,5,Calm,,,,
08/02/2021 16:43:48Z,6,Angry,,,,
08/02/2021 16:43:48Z,1,Calm,,,,
08/02/2021 16:43:48Z,7,Excited,,,,
08/02/2021 16:43:48Z,8,Sad,,,,
08/02/2021 16:43:48Z,3,Sad,,,,
08/02/2021 16:52:53Z,3,Excited,,,,
08/02/2021 16:53:16Z,2,Happy,,,,
08/02/2021 16:53:16Z,2,Excited,,,,
08/02/2021 16:53:16Z,2,Calm,,,,
08/02/2021 16:58:11Z,9,Worried,,,,
08/02/2021 16:58:11Z,9,Worried,,,,
08/02/2021 16:58:11Z,10,Worried,,,,
08/02/2021 16:58:11Z,2,Happy,,,,
08/02/2021 17:14:58Z,3,Worried,,,,
08/02/2021 17:14:58Z,5,Happy,,,,
08/02/2021 17:14:58Z,6,Happy,,,,
08/02/2021 17:14:58Z,4,Calm,,,,
08/02/2021 17:14:58Z,10,Calm,,,,
08/02/2021 17:14:58Z,4,Happy,,,,
08/02/2021 17:14:58Z,1,Angry,,,,
08/02/2021 17:16:31Z,7,Calm,,,,
08/02/2021 17:16:31Z,4,Calm,,,,
08/02/2021 17:16:31Z,2,Excited,,,,
08/02/2021 17:16:31Z,7,Happy,,,,
08/02/2021 17:16:31Z,5,Worried,,,,
08/02/2021 17:16:31Z,4,Angry,,,,
08/02/2021 17:16:31Z,5,Happy,,,,
08/02/2021 17:24:07Z,4,Calm,,,,
08/02/2021 17:24:07Z,6,Angry,,,,
08/02/2021 17:24:07Z,1,Happy,,,,
08/02/2021 17:24:07Z,8,Worried,,,,
08/02/2021 17:24:35Z,7,Worried,,,,
08/02/2021 17:25:29Z,7,Worried,,,,
08/02/2021 17:25:29Z,3,Worried,,,,
08/02/2021 17:25:29Z,5,Calm,,,,
08/02/2021 17:25:29Z,4,Happy,,,,
08/02/2021 17:25:29Z,5,Angry,,,,
08/02/2021 17:25:41Z,9,Angry,,,,
08/02/2021 17:25:41Z,4,Happy,,,,
08/02/2021 17:25:41Z,6,Angry,,,,
08/02/2021 17:25:41Z,3,Sad,,,,
08/02/2021 17:25:41Z,8,Sad,,,,
08/02/2021 17:29:30Z,4,Happy,,,,
08/02/2021 17:30:41Z,3,Sad,,,,
08/02/2021 17:30:51Z,7,Happy,,,,
08/02/2021 17:45:16Z,7,Angry,,,,
08/02/2021 18:21:01Z,1,Angry,,,,
08/02/2021 18:21:01Z,8,Sad,,,,
08/02/2021 18:21:01Z,7,Excited,,,,
08/02/2021 18:21:01Z,1,Sad,,,,
08/02/2021 18:21:01Z,6,Angry,,,,
08/02/2021 18:21:01Z,8,Calm,,,,
08/02/2021 18:21:01Z,10,Excited,,,,
08/02/2021 18:25:16Z,3,Sad,,,,
08/02/2021 18:25:50Z,9,Excited,,,,
08/02/2021 18:26:40Z,8,Happy,,,,
08/02/2021 18:26:56Z,8,Excited,,,,
08/02/2021 18:27:27Z,2,Sad,,,,
08/02/2021 18:27:38Z,1,Sad,,,,
08/02/2021 18:27:54Z,1,Calm,,,,
08/02/2021 18:28:08Z,7,Worried,,,,
08/02/2021 18:28:22Z,3,Sad,,,,
08/02/2021 18:28:52Z,5,Worried,,,,
08/02/2021 18:29:29Z,10,Angry,,,,
08/02/2021 18:31:03Z,4,Excited,,,,
08/02/2021 18:31:20Z,7,Happy,,,,
08/02/2021 18:31:33Z,8,Excited,,,,
08/02/2021 18:31:49Z,6,Excited,,,,
08/02/2021 18:32:26Z,10,Angry,,,,
08/02/2021 18:32:42Z,1,Sad,,,,
08/02/2021 18:33:06Z,6,Angry,,,,
08/02/2021 18:33:06Z,2,Sad,,,,
08/02/2021 18:33:06Z,9,Angry,,,,
08/02/2021 18:33:06Z,2,Worried,,,,
08/02/2021 18:33:06Z,10,Excited,,,,
08/02/2021 18:33:06Z,9,Excited,,,,
08/02/2021 18:33:06Z,5,Angry,,,,
08/02/2021 18:33:06Z,2,Sad,,,,
08/02/2021 18:33:06Z,10,Worried,,,,
08/02/2021 18:33:06Z,9,Angry,,,,
08/02/2021 18:33:06Z,10,Angry,,,,
08/02/2021 18:33:06Z,5,Angry,,,,
08/02/2021 18:33:06Z,10,Excited,,,,
08/02/2021 18:33:06Z,3,Angry,,,,
08/02/2021 18:33:06Z,8,Excited,,,,
08/02/2021 18:33:06Z,3,Excited,,,,
08/02/2021 18:33:06Z,4,Happy,,,,
08/02/2021 18:33:06Z,8,Excited,,,,
08/02/2021 18:33:22Z,8,Happy,,,,
08/02/2021 18:33:22Z,2,Angry,,,,
08/02/2021 18:33:22Z,3,Excited,,,,
08/02/2021 18:33:22Z,2,Calm,,,,
08/02/2021 18:33:22Z,8,Excited,,,,
08/02/2021 18:33:22Z,2,Calm,,,,
08/02/2021 18:33:22Z,9,Excited,,,,
08/02/2021 18:33:22Z,1,Angry,,,,
08/02/2021 18:33:22Z,6,Worried,,,,
08/02/2021 18:33:22Z,10,Sad,,,,
08/02/2021 18:33:22Z,5,Sad,,,,
08/02/2021 18:33:22Z,4,Sad,,,,
08/02/2021 18:33:22Z,10,Worried,,,,
08/02/2021 18:33:22Z,6,Angry,,,,
08/02/2021 18:33:22Z,5,Sad,,,,
08/02/2021 18:33:22Z,3,Calm,,,,
08/02/2021 18:33:22Z,8,Calm,,,,
08/02/2021 18:33:22Z,8,Sad,,,,
08/02/2021 18:33:37Z,5,Angry,,,,
08/02/2021 18:33:37Z,2,Worried,,,,
08/02/2021 18:33:37Z,3,Excited,,,,
08/02/2021 18:33:37Z,3,Calm,,,,
08/02/2021 18:33:37Z,6,Sad,,,,
08/02/2021 18:33:37Z,6,Calm,,,,
08/02/2021 18:33:37Z,7,Worried,,,,
08/02/2021 18:33:37Z,8,Calm,,,,
08/02/2021 18:33:37Z,7,Angry,,,,
08/02/2021 18:33:37Z,10,Sad,,,,
08/02/2021 18:33:37Z,5,Happy,,,,
08/02/2021 18:33:37Z,7,Sad,,,,
08/02/2021 18:33:37Z,9,Calm,,,,
08/02/2021 18:33:37Z,8,Angry,,,,
08/02/2021 18:33:37Z,2,Worried,,,,
08/02/2021 18:33:37Z,1,Angry,,,,
08/02/2021 18:33:37Z,8,Excited,,,,
08/02/2021 18:33:37Z,9,Calm,,,,
08/02/2021 19:24:59Z,8,Sad,,,,
08/02/2021 19:25:07Z,6,Calm,,,,
08/02/2021 19:25:25Z,7,Sad,,,,
08/02/2021 19:52:51Z,3,Happy,,,,
08/02/2021 19:52:51Z,7,Sad,,,,
08/02/2021 19:52:51Z,8,Sad,,,,
08/02/2021 19:52:51Z,3,Excited,,,,
08/02/2021 19:52:51Z,1,Angry,,,,
08/02/2021 19:52:51Z,6,Excited,,,,
08/02/2021 19:52:51Z,2,Excited,,,,
08/02/2021 19:52:51Z,8,Worried,,,,
08/02/2021 19:59:24Z,8,Excited,,,,
08/02/2021 19:59:24Z,6,Excited,,,,
08/02/2021 19:59:24Z,8,Excited,,,,
08/02/2021 19:59:24Z,10,Happy,,,,
08/02/2021 19:59:24Z,2,Sad,,,,
08/02/2021 19:59:24Z,10,Angry,,,,
08/02/2021 19:59:24Z,1,Angry,,,,
08/02/2021 19:59:24Z,7,Worried,,,,
08/02/2021 20:02:05Z,5,Calm,,,,
08/02/2021 20:02:05Z,1,Sad,,,,
08/02/2021 20:02:05Z,3,Worried,,,,
08/02/2021 20:02:05Z,2,Angry,,,,
08/02/2021 20:02:05Z,3,Sad,,,,
08/02/2021 20:02:05Z,8,Excited,,,,
08/02/2021 20:02:05Z,7,Angry,,,,
08/02/2021 20:02:05Z,2,Calm,,,,
08/02/2021 20:13:04Z,6,Sad,,,,
08/02/2021 20:13:04Z,7,Happy,,,,
08/02/2021 20:13:04Z,7,Calm,,,,
08/02/2021 20:13:04Z,8,Angry,,,,
08/02/2021 20:13:04Z,10,Angry,,,,
08/02/2021 20:13:04Z,8,Worried,,,,
08/02/2021 20:13:04Z,5,Calm,,,,
08/02/2021 20:13:04Z,10,Sad,,,,
08/02/2021 20:40:30Z,3,Angry,,,,
08/02/2021 20:40:55Z,8,Sad,,,,
08/02/2021 20:52:02Z,7,Angry,,,,
08/02/2021 20:52:50Z,7,Calm,,,,
08/02/2021 20:53:01Z,9,Excited,,,,
08/02/2021 20:53:10Z,8,Excited,,,,
08/02/2021 20:53:18Z,8,Angry,,,,
08/02/2021 20:53:26Z,7,Excited,,,,
08/02/2021 20:53:55Z,10,Calm,,,,
08/02/2021 22:10:09Z,1,Sad,,,,
08/02/2021 22:10:20Z,7,Sad,,,,
08/02/2021 22:10:39Z,5,Happy,,,,
08/02/2021 22:10:46Z,8,Happy,,,,
08/02/2021 22:11:07Z,10,Happy,,,,
08/02/2021 22:11:23Z,8,Angry,,,,
08/02/2021 22:11:34Z,9,Sad,,,,
08/02/2021 22:11:48Z,9,Sad,,,,
08/02/2021 22:11:55Z,10,Worried,,,,
08/02/2021 22:12:02Z,5,Sad,,,,
08/02/2021 22:12:13Z,4,Calm,,,,
08/02/2021 22:12:20Z,7,Excited,,,,
08/02/2021 22:12:47Z,10,Excited,,,,
08/02/2021 22:12:53Z,7,Angry,,,,
08/02/2021 22:13:30Z,9,Sad,,,,
08/02/2021 22:14:02Z,3,Sad,,,,
08/02/2021 22:14:10Z,4,Worried,,,,
08/02/2021 22:14:17Z,4,Angry,,,,
08/02/2021 22:14:34Z,2,Sad,,,,
08/02/2021 22:14:50Z,1,Angry,,,,
08/02/2021 22:15:01Z,1,Calm,,,,
08/02/2021 22:19:33Z,8,Angry,,,,
08/02/2021 22:19:55Z,10,Sad,,,,
08/02/2021 22:21:07Z,9,Angry,,,,
08/02/2021 22:24:15Z,6,Excited,,,,
08/02/2021 22:25:01Z,3,Sad,,,,
08/02/2021 22:25:50Z,1,Excited,,,,
08/02/2021 22:26:25Z,2,Excited,,,,
08/02/2021 22:27:19Z,2,Happy,,,,
08/02/2021 22:27:49Z,6,Calm,,,,
08/02/2021 22:29:00Z,7,Sad,,,,
08/02/2021 22:29:46Z,10,Worried,,,,
08/02/2021 22:30:30Z,6,Sad,,,,
08/02/2021 22:30:50Z,10,Sad,,,,
08/02/2021 22:31:11Z,1,Worried,,,,
08/02/2021 22:31:49Z,4,Worried,,,,
08/02/2021 22:32:02Z,6,Angry,,,,
08/02/2021 22:32:18Z,7,Sad,,,,
08/02/2021 22:33:05Z,9,Calm,,,,
08/02/2021 22:34:39Z,7,Excited,,,,
08/02/2021 22:53:53Z,9,Calm,,,,
08/02/2021 22:54:09Z,6,Worried,,,,
08/02/2021 22:54:19Z,7,Angry,,,,
08/02/2021 22:54:43Z,7,Excited,,,,
08/02/2021 22:54:57Z,4,Calm,,,,
08/02/2021 22:55:18Z,10,Angry,,,,
08/02/2021 22:55:32Z,8,Sad,,,,
08/02/2021 22:55:44Z,10,Sad,,,,
08/02/2021 22:55:56Z,8,Calm,,,,
08/02/2021 22:56:08Z,5,Angry,,,,
08/02/2021 22:56:23Z,5,Worried,,,,
08/02/2021 22:58:38Z,9,Worried,,,,
08/02/2021 22:58:48Z,8,Sad,,,,
08/02/2021 22:59:06Z,1,Sad,,,,
08/02/2021 22:59:18Z,9,Sad,,,,
08/02/2021 22:59:45Z,8,Happy,,,,
08/02/2021 23:00:26Z,8,Happy,,,,
08/02/2021 23:00:37Z,7,Angry,,,,
08/02/2021 23:00:58Z,3,Calm,,,,
08/02/2021 23:01:13Z,8,Angry,,,,
08/02/2021 23:01:32Z,3,Worried,,,,
08/02/2021 23:01:47Z,8,Sad,,,,
08/02/2021 23:02:06Z,5,Worried,,,,
08/02/2021 23:02:15Z,1,Sad,,,,
08/02/2021 23:02:30Z,2,Worried,,,,
08/02/2021 23:02:39Z,5,Sad,,,,
08/02/2021 23:03:08Z,10,Happy,,,,
08/02/2021 23:03:19Z,6,Angry,,,,
08/02/2021 23:03:32Z,3,Sad,,,,
08/02/2021 23:03:49Z,3,Happy,,,,
08/02/2021 23:04:00Z,9,Angry,,,,
08/02/2021 23:04:13Z,4,Sad,,,,
08/02/2021 23:04:28Z,4,Sad,,,,
08/02/2021 23:05:23Z,9,Calm,,,,
08/02/2021 23:07:58Z,1,Happy,,,,
08/02/2021 23:08:12Z,8,Calm,,,,
08/02/2021 23:08:27Z,6,Excited,,,,
08/02/2021 23:08:44Z,10,Excited,,,,
08/02/2021 23:10:04Z,4,Excited,,,,
08/02/2021 23:10:15Z,2,Angry,,,,
08/02/2021 23:10:40Z,7,Calm,,,,
08/03/2021 13:21:58Z,1,Happy,,,,
08/03/2021 13:21:58Z,1,Calm,,,,
08/03/2021 13:21:58Z,10,Happy,,,,
08/03/2021 13:21:58Z,3,Happy,,,,
08/03/2021 13:21:58Z,9,Worried,,,,
08/03/2021 13:21:58Z,6,Calm,,,,
08/03/2021 13:21:58Z,3,Angry,,,,
08/03/2021 13:21:58Z,7,Worried,,,,
08/03/2021 13:21:58Z,5,Worried,,,,
08/03/2021 13:21:58Z,1,Happy,,,,
08/03/2021 13:27:44Z,2,Excited,,,,
08/03/2021 13:27:44Z,3,Excited,,,,
08/03/2021 13:27:44Z,8,Calm,,,,
08/03/2021 13:28:01Z,9,Calm,,,,
08/03/2021 13:28:01Z,5,Worried,,,,
08/03/2021 13:28:01Z,7,Worried,,,,
08/03/2021 13:28:01Z,5,Happy,,,,
08/03/2021 13:28:01Z,9,Excited,,,,
08/03/2021 13:28:01Z,7,Happy,,,,
08/03/2021 13:28:01Z,3,Calm,,,,
08/03/2021 13:28:01Z,6,Calm,,,,
08/03/2021 13:28:01Z,9,Excited,,,,
08/03/2021 13:28:01Z,5,Calm,,,,
08/03/2021 13:28:01Z,1,Worried,,,,
08/03/2021 13:28:01Z,5,Angry,,,,
08/03/2021 13:28:01Z,9,Sad,,,,
08/03/2021 13:28:01Z,8,Happy,,,,
08/03/2021 13:28:01Z,10,Happy,,,,
08/03/2021 13:28:01Z,5,Calm,,,,
08/03/2021 13:28:01Z,7,Sad,,,,
08/03/2021 13:28:02Z,9,Angry,,,,
08/03/2021 13:28:02Z,3,Sad,,,,
08/03/2021 13:30:12Z,5,Happy,,,,
08/03/2021 13:30:12Z,7,Worried,,,,
08/03/2021 13:30:12Z,8,Sad,,,,
08/03/2021 13:30:12Z,9,Excited,,,,
08/03/2021 13:30:12Z,7,Happy,,,,
08/03/2021 13:30:12Z,3,Happy,,,,
08/03/2021 13:30:12Z,4,Calm,,,,
08/03/2021 13:30:12Z,8,Angry,,,,
08/03/2021 13:31:19Z,2,Angry,,,,
08/03/2021 13:31:19Z,2,Excited,,,,
08/03/2021 13:31:19Z,9,Worried,,,,
08/03/2021 13:31:19Z,8,Angry,,,,
08/03/2021 13:31:19Z,3,Happy,,,,
08/03/2021 13:31:19Z,5,Excited,,,,
08/03/2021 13:31:19Z,10,Calm,,,,
08/03/2021 13:31:19Z,7,Excited,,,,
08/03/2021 13:31:19Z,2,Happy,,,,
08/03/2021 13:33:47Z,6,Worried,,,,
08/03/2021 13:33:47Z,3,Happy,,,,
08/03/2021 13:33:47Z,2,Excited,,,,
08/03/2021 13:33:47Z,4,Worried,,,,
08/03/2021 13:33:47Z,1,Calm,,,,
08/03/2021 13:33:47Z,9,Calm,,,,
08/03/2021 13:33:47Z,8,Angry,,,,
08/03/2021 13:33:47Z,8,Happy,,,,
08/03/2021 13:33:47Z,8,Calm,,,,
08/03/2021 13:33:47Z,6,Calm,,,,
08/03/2021 13:33:47Z,8,Excited,,,,
08/03/2021 13:33:47Z,3,Excited,,,,
08/03/2021 13:33:47Z,10,Excited,,,,
08/03/2021 13:33:47Z,1,Angry,,,,
08/03/2021 13:33:47Z,6,Angry,,,,
08/03/2021 13:33:47Z,4,Sad,,,,
08/03/2021 13:33:47Z,4,Happy,,,,
08/03/2021 13:33:47Z,1,Excited,,,,
08/03/2021 13:33:48Z,6,Excited,,,,
08/03/2021 13:54:07Z,1,Angry,,,,
08/03/2021 13:54:07Z,1,Happy,,,,
08/03/2021 13:54:07Z,1,Excited,,,,
08/03/2021 13:54:07Z,10,Angry,,,,
08/03/2021 13:54:07Z,2,Sad,,,,
08/03/2021 13:54:07Z,1,Angry,,,,
08/03/2021 13:54:07Z,9,Angry,,,,
08/03/2021 13:54:07Z,3,Happy,,,,
08/03/2021 13:54:07Z,4,Angry,,,,
08/03/2021 13:54:07Z,6,Calm,,,,
08/03/2021 13:54:07Z,8,Worried,,,,
08/03/2021 14:15:57Z,9,Angry,,,,
08/03/2021 14:15:58Z,7,Sad,,,,
08/03/2021 14:15:58Z,9,Sad,,,,
08/03/2021 14:15:58Z,5,Calm,,,,
08/03/2021 14:15:58Z,8,Happy,,,,
08/03/2021 14:16:37Z,5,Angry,,,,
08/03/2021 14:16:37Z,5,Sad,,,,
08/03/2021 14:16:37Z,9,Worried,,,,
08/03/2021 14:16:37Z,3,Angry,,,,
08/03/2021 14:16:37Z,10,Angry,,,,
08/03/2021 14:16:37Z,6,Calm,,,,
08/03/2021 14:17:12Z,5,Excited,,,,
08/03/2021 14:17:12Z,8,Sad,,,,
08/03/2021 14:17:12Z,6,Sad,,,,
08/03/2021 14:17:12Z,3,Calm,,,,
08/03/2021 14:17:12Z,9,Calm,,,,
08/03/2021 14:17:12Z,4,Angry,,,,
08/03/2021 14:17:12Z,1,Calm,,,,
08/03/2021 14:17:12Z,1,Angry,,,,
08/03/2021 14:17:12Z,8,Angry,,,,
08/03/2021 14:17:12Z,7,Calm,,,,
08/03/2021 14:28:52Z,6,Excited,,,,
08/03/2021 14:29:42Z,3,Happy,,,,
08/03/2021 14:29:52Z,6,Sad,,,,
08/03/2021 14:33:23Z,5,Happy,,,,
08/03/2021 14:33:23Z,9,Angry,,,,
08/03/2021 14:33:23Z,3,Angry,,,,
08/03/2021 14:33:23Z,10,Excited,,,,
08/03/2021 14:33:23Z,3,Happy,,,,
08/03/2021 14:33:23Z,6,Angry,,,,
08/03/2021 14:33:23Z,8,Calm,,,,
08/03/2021 14:33:23Z,6,Worried,,,,
08/03/2021 14:33:23Z,4,Sad,,,,
08/03/2021 14:33:23Z,2,Worried,,,,
08/03/2021 14:33:23Z,9,Sad,,,,
08/03/2021 14:33:37Z,8,Worried,,,,
08/03/2021 14:33:56Z,7,Calm,,,,
08/03/2021 14:34:15Z,9,Sad,,,,
08/03/2021 14:34:34Z,7,Sad,,,,
08/03/2021 14:35:34Z,1,Calm,,,,
08/03/2021 14:35:34Z,5,Worried,,,,
08/03/2021 14:35:34Z,7,Calm,,,,
08/03/2021 14:35:34Z,9,Calm,,,,
08/03/2021 14:35:34Z,7,Calm,,,,
08/03/2021 14:35:34Z,9,Angry,,,,
08/03/2021 14:35:34Z,10,Excited,,,,
08/03/2021 14:35:34Z,6,Sad,,,,
08/03/2021 14:35:34Z,4,Excited,,,,
08/03/2021 14:35:34Z,7,Excited,,,,
08/03/2021 14:43:38Z,3,Angry,,,,
08/03/2021 14:43:38Z,1,Angry,,,,
08/03/2021 14:43:38Z,1,Excited,,,,
08/03/2021 14:43:38Z,7,Sad,,,,
08/03/2021 14:43:38Z,5,Worried,,,,
08/03/2021 14:43:38Z,9,Happy,,,,
08/03/2021 14:43:38Z,8,Excited,,,,
08/03/2021 14:43:38Z,2,Happy,,,,
08/03/2021 14:43:38Z,2,Worried,,,,
08/03/2021 14:43:38Z,5,Sad,,,,
08/03/2021 14:45:19Z,6,Excited,,,,
08/03/2021 14:45:19Z,8,Happy,,,,
08/03/2021 14:45:19Z,5,Angry,,,,
08/03/2021 14:45:19Z,8,Sad,,,,
08/03/2021 14:45:19Z,9,Happy,,,,
08/03/2021 14:45:19Z,8,Excited,,,,
08/03/2021 14:45:19Z,10,Calm,,,,
08/03/2021 14:45:19Z,8,Worried,,,,
08/03/2021 14:45:19Z,4,Excited,,,,
08/03/2021 14:45:19Z,5,Sad,,,,
08/03/2021 15:03:44Z,5,Angry,,,,
08/03/2021 15:03:44Z,6,Calm,,,,
08/03/2021 15:03:44Z,10,Happy,,,,
08/03/2021 15:03:44Z,7,Worried,,,,
08/03/2021 15:03:44Z,8,Excited,,,,
08/03/2021 15:03:44Z,8,Sad,,,,
08/03/2021 15:03:44Z,4,Worried,,,,
08/03/2021 15:03:44Z,9,Sad,,,,
08/03/2021 15:03:44Z,9,Happy,,,,
08/03/2021 15:03:44Z,5,Calm,,,,
08/03/2021 15:04:13Z,3,Angry,,,,
08/03/2021 15:04:13Z,7,Calm,,,,
08/03/2021 15:04:13Z,8,Sad,,,,
08/03/2021 15:04:13Z,2,Angry,,,,
08/03/2021 15:04:13Z,7,Calm,,,,
08/03/2021 15:04:13Z,7,Happy,,,,
08/03/2021 15:04:13Z,7,Worried,,,,
08/03/2021 15:04:13Z,10,Worried,,,,
08/03/2021 15:04:13Z,9,Angry,,,,
08/03/2021 15:04:13Z,8,Happy,,,,
08/03/2021 15:05:02Z,3,Sad,,,,
08/03/2021 15:05:02Z,9,Worried,,,,
08/03/2021 15:29:04Z,4,Sad,,,,
08/03/2021 15:42:37Z,7,Worried,,,,
08/03/2021 15:42:37Z,2,Worried,,,,
08/03/2021 15:42:37Z,8,Calm,,,,
08/03/2021 15:42:37Z,5,Sad,,,,
08/03/2021 15:42:37Z,5,Calm,,,,
08/03/2021 15:42:37Z,3,Worried,,,,
08/03/2021 15:42:37Z,9,Worried,,,,
08/03/2021 15:42:37Z,9,Calm,,,,
08/03/2021 15:42:37Z,3,Worried,,,,
08/03/2021 15:42:37Z,2,Sad,,,,
08/03/2021 15:45:41Z,9,Calm,,,,
08/03/2021 15:47:12Z,4,Calm,,,,
08/03/2021 15:48:28Z,5,Angry,,,,
08/03/2021 15:48:42Z,8,Worried,,,,
08/03/2021 16:03:56Z,1,Sad,,,,
08/03/2021 16:03:56Z,1,Angry,,,,
08/03/2021 16:03:56Z,9,Calm,,,,
08/03/2021 16:03:56Z,2,Calm,,,,
08/03/2021 16:03:56Z,6,Calm,,,,
08/03/2021 16:03:56Z,2,Excited,,,,
08/03/2021 16:03:56Z,5,Angry,,,,
08/03/2021 16:05:34Z,5,Calm,,,,
08/03/2021 16:05:34Z,4,Excited,,,,
08/03/2021 16:05:34Z,8,Worried,,,,
08/03/2021 16:05:34Z,1,Happy,,,,
08/03/2021 16:05:34Z,4,Excited,,,,
08/03/2021 16:05:34Z,8,Sad,,,,
08/03/2021 16:05:34Z,3,Angry,,,,
08/03/2021 16:05:34Z,2,Calm,,,,
08/03/2021 16:09:13Z,1,Excited,,,,
08/03/2021 16:09:13Z,4,Excited,,,,
08/03/2021 16:09:13Z,4,Worried,,,,
08/03/2021 16:09:13Z,7,Calm,,,,
08/03/2021 16:09:13Z,9,Happy,,,,
08/03/2021 16:09:13Z,3,Calm,,,,
08/03/2021 16:09:13Z,5,Sad,,,,
08/03/2021 16:09:13Z,4,Sad,,,,
08/03/2021 16:09:14Z,9,Sad,,,,
08/03/2021 16:09:14Z,2,Worried,,,,
08/03/2021 16:11:01Z,4,Happy,,,,
08/03/2021 16:15:15Z,10,Sad,,,,
08/03/2021 16:15:15Z,7,Calm,,,,
08/03/2021 16:15:15Z,5,Happy,,,,
08/03/2021 16:15:15Z,6,Worried,,,,
08/03/2021 16:15:15Z,4,Worried,,,,
08/03/2021 16:48:16Z,8,Angry,,,,
08/03/2021 16:48:16Z,7,Sad,,,,
08/03/2021 16:48:16Z,5,Sad,,,,
08/03/2021 16:48:16Z,10,Angry,,,,
08/03/2021 16:48:16Z,3,Sad,,,,
08/03/2021 16:48:17Z,6,Worried,,,,
