NewID,Date,Check-In Completed,Check-In Attitude,Notes,Check-In Behavior,Notes,Check-In Plan,Notes,Check-In Feeling,Notes,Check-In Stress,Notes,Check-Out Completed,Check-Out Attitude,Notes,Check-Out Behavior,Notes,Check-Out Plan,Notes,Check-Out Feeling,Notes,Check-Out Stress,Notes
24184,8/22/24,8/22/2024 12:08:16PZ,,,,,,,Happy,,0,,,,,,,,,,,,
24184,8/23/24,8/23/2024 12:25:21PZ,,,,,,,Calm,,4,,,,,,,,,,,,
24184,8/27/24,8/27/2024 12:00:08PZ,,,,,,,Calm,,6,,8/27/2024 5:26:21PZ,,,,,,,Happy,,0,
24184,8/28/24,8/28/2024 12:22:04PZ,,,,,,,Happy,,6,,,,,,,,,,,,
24184,8/29/24,8/29/2024 12:19:19PZ,,,,,,,Calm,,7,,,,,,,,,,,,
24184,8/30/24,8/30/2024 12:13:43PZ,,,,,,,Excited,,4,,,,,,,,,,,,
24184,9/3/24,9/3/2024 12:08:25PZ,,,,,,,Calm,,7,,,,,,,,,,,,
24184,9/5/24,9/5/2024 12:01:53PZ,,,,,,,Worried,,6,,,,,,,,,,,,
24184,9/6/24,9/6/2024 12:22:21PZ,,,,,,,Excited,,4,,,,,,,,,,,,
24184,9/9/24,9/9/2024 12:12:49PZ,,,,,,,Calm,,3,,,,,,,,,,,,
24184,9/10/24,9/10/2024 12:01:50PZ,,,,,,,Happy,,2,,,,,,,,,,,,
24184,9/12/24,9/12/2024 12:06:48PZ,,,,,,,Angry,,6,,,,,,,,,,,,
24184,9/13/24,9/13/2024 12:20:23PZ,,,,,,,Calm,,1,,,,,,,,,,,,
24184,9/16/24,9/16/2024 12:07:28PZ,,,,,,,Angry,,6,,9/16/2024 5:05:06PZ,,,,,,,Happy,,2,
24184,9/17/24,9/17/2024 12:14:28PZ,,,,,,,Calm,,7,,9/17/2024 5:11:24PZ,,,,,,,Angry,,10,
24184,9/18/24,9/18/2024 12:06:15PZ,,,,,,,Sad,,6,,9/18/2024 6:42:35PZ,,,,,,,Calm,,5,
24184,9/19/24,9/19/2024 12:16:58PZ,,,,,,,Calm,,0,,,,,,,,,,,,
24184,9/20/24,9/20/2024 12:12:55PZ,,,,,,,Happy,,4,,9/20/2024 6:34:32PZ,,,,,,,Sad,,8,
24184,9/23/24,9/23/2024 12:07:12PZ,,,,,,,Happy,,1,,9/23/2024 5:15:36PZ,,,,,,,Happy,,0,
24184,9/24/24,9/24/2024 12:06:04PZ,,,,,,,Calm,,0,,9/24/2024 5:09:26PZ,,,,,,,Sad,,5,
24184,9/25/24,9/25/2024 12:18:08PZ,,,,,,,Happy,,3,,9/25/2024 5:12:12PZ,,,,,,,Happy,,1,
24184,9/26/24,9/26/2024 12:00:48PZ,,,,,,,Happy,,5,,9/26/2024 5:02:01PZ,,,,,,,Excited,,1,
24184,9/27/24,9/27/2024 12:11:36PZ,,,,,,,Sad,,7,,,,,,,,,,,,
24184,9/30/24,9/30/2024 12:18:51PZ,,,,,,,Happy,,0,,9/30/2024 5:10:11PZ,,,,,,,Happy,,0,
24184,10/1/24,10/1/2024 12:07:37PZ,,,,,,,Sad,,10,,10/1/2024 5:04:58PZ,,,,,,,Happy,,4,
24184,10/2/24,10/2/2024 11:59:49AZ,,,,,,,Sad,,7,,,,,,,,,,,,
24184,10/3/24,10/3/2024 12:15:15PZ,,,,,,,Sad,,8,,,,,,,,,,,,
24184,10/4/24,10/4/2024 12:57:00PZ,,,,,,,Excited,,3,,,,,,,,,,,,
24184,10/7/24,10/7/2024 12:06:09PZ,,,,,,,Sad,,7,,,,,,,,,,,,
24184,10/8/24,10/8/2024 12:26:49PZ,,,,,,,Angry,,10,,,,,,,,,,,,
24184,10/21/24,10/21/2024 12:20:56PZ,,,,,,,Sad,,7,,10/21/2024 6:28:31PZ,,,,,,,Worried,,5,
24184,10/22/24,10/22/2024 11:58:45AZ,,,,,,,Worried,,6,,,,,,,,,,,,
24184,10/23/24,10/23/2024 12:13:17PZ,,,,,,,Happy,,6,,10/23/2024 6:21:20PZ,,,,,,,Angry,,10,
24184,10/24/24,10/24/2024 12:21:15PZ,,,,,,,Sad,,6,,,,,,,,,,,,
24184,10/25/24,10/25/2024 6:25:48PZ,,,,,,,Happy,,7,,10/25/2024 6:30:32PZ,,,,,,,Angry,,10,
24184,10/28/24,10/28/2024 12:24:38PZ,,,,,,,Happy,,4,,,,,,,,,,,,
24184,10/29/24,10/29/2024 12:12:12PZ,,,,,,,Calm,,6,,10/29/2024 6:24:02PZ,,,,,,,Excited,,0,
24184,10/30/24,10/30/2024 12:01:18PZ,,,,,,,Angry,,10,,10/30/2024 6:31:27PZ,,,,,,,Happy,,7,
24184,10/31/24,10/31/2024 12:39:29PZ,,,,,,,Happy,,0,,,,,,,,,,,,
39423,9/10/24,9/10/2024 12:04:03PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,,,,,,,,,,,
39423,9/11/24,9/11/2024 12:11:27PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,1,,9/11/2024 5:54:31PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/12/24,9/12/2024 12:32:24PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,,,,,,,,,,,
39423,9/16/24,9/16/2024 12:17:22PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/16/2024 6:07:22PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/17/24,9/17/2024 12:24:58PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/17/2024 6:21:34PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/18/24,9/18/2024 12:21:30PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/18/2024 5:40:52PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/19/24,9/19/2024 12:07:14PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/19/2024 6:24:50PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/20/24,9/20/2024 12:27:49PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/20/2024 6:26:55PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/23/24,9/23/2024 12:17:47PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/23/2024 6:02:05PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/24/24,9/24/2024 11:49:39AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/24/2024 6:24:55PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/25/24,9/25/2024 12:24:00PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/25/2024 6:23:51PZ,Skipped,,Yes,,Met all behaviors,,Calm,,0,
39423,9/26/24,9/26/2024 12:18:32PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,2,,9/26/2024 6:29:39PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/27/24,9/27/2024 12:13:19PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/27/2024 6:18:54PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,9/30/24,9/30/2024 1:13:34PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,,,,,,,,,,,
39423,10/1/24,10/1/2024 11:57:45AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,,,,,,,,,,,
39423,10/3/24,10/3/2024 12:12:33PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,10/3/2024 6:35:44PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
39423,10/4/24,10/4/2024 12:13:29PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,,,,,,,,,,,
39423,10/7/24,10/7/2024 12:14:51PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,,,,,,,,,,,
39423,10/8/24,10/8/2024 12:08:56PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,,,,,,,,,,,
39423,10/11/24,10/11/2024 12:21:19PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,,,,,,,,,,,
95558,9/16/24,9/16/2024 6:10:03PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,0,,,,,,,,,,,,
95558,9/17/24,9/17/2024 12:29:04PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,9/17/2024 6:40:19PZ,Yes,,Yes,,Met less than 50% but should try again tomorrow,,Happy,,1,
95558,9/18/24,9/18/2024 12:23:12PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,2,,,,,,,,,,,,
95558,9/19/24,9/19/2024 12:41:16PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,9/19/2024 6:35:37PZ,Yes,,Yes,,Met all behaviors,,Happy,,1,
95558,9/20/24,9/20/2024 11:48:29AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,1,,9/20/2024 6:34:14PZ,Yes,,Yes,,Met all behaviors,,Happy,,1,
95558,9/23/24,9/23/2024 12:02:29PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
95558,9/24/24,9/24/2024 11:49:44AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
95558,9/25/24,9/25/2024 12:15:39PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,9/25/2024 7:56:21PZ,Yes,,Yes,,Met all behaviors,,Happy,,1,
95558,9/26/24,9/26/2024 11:40:40AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
95558,9/27/24,9/27/2024 11:43:30AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
95558,10/2/24,10/2/2024 12:15:21PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,10/2/2024 5:18:14PZ,Yes,,Yes,,Met all behaviors,,Happy,,1,
95558,10/3/24,10/3/2024 10:19:26AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
95558,10/4/24,10/4/2024 12:14:19PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
95558,10/7/24,10/7/2024 12:08:57PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
95558,10/8/24,10/8/2024 12:00:45PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,10/8/2024 6:27:03PZ,Yes,,Yes,,Met more than 50% but should continue again tomorrow,,Happy,,1,
95558,10/10/24,10/10/2024 11:41:27AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
95558,10/11/24,10/11/2024 11:53:28AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
17236,8/18/24,8/20/2024 12:39:41PZ,,,,,,,Happy,,5,,,,,,,,,,,,
17236,8/21/24,8/21/2024 12:11:23PZ,,,,,,,Happy,,1,,,,,,,,,,,,
17236,8/22/24,8/22/2024 12:08:16PZ,,,,,,,Happy,,5,,,,,,,,,,,,
17236,8/23/24,8/23/2024 12:25:21PZ,,,,,,,Happy,,3,,,,,,,,,,,,
17236,8/26/24,8/26/2024 6:08:02PZ,,,,,,,Happy,,2,,,,,,,,,,,,
17236,8/27/24,8/27/2024 12:00:08PZ,,,,,,,Happy,,3,,8/27/2024 5:26:21PZ,,,,,,,Happy,,10,
17236,8/28/24,8/28/2024 12:18:53PZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,8/29/24,8/29/2024 12:15:58PZ,,,,,,,Happy,,3,,,,,,,,,,,,
17236,8/30/24,8/30/2024 12:02:55PZ,,,,,,,Happy,,3,,,,,,,,,,,,
17236,9/3/24,9/3/2024 11:55:52AZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,9/4/24,9/4/2024 11:52:24AZ,,,,,,,Happy,,1,,,,,,,,,,,,
17236,9/5/24,9/5/2024 11:55:36AZ,,,,,,,Happy,,3,,,,,,,,,,,,
17236,9/6/24,9/6/2024 11:56:16AZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,9/9/24,9/9/2024 12:13:25PZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,9/10/24,9/10/2024 12:03:07PZ,,,,,,,Happy,,5,,,,,,,,,,,,
17236,9/11/24,9/11/2024 12:15:19PZ,,,,,,,Happy,,3,,9/11/2024 5:06:43PZ,,,,,,,Happy,,0,
17236,9/12/24,9/12/2024 12:04:34PZ,,,,,,,Happy,,3,,,,,,,,,,,,
17236,9/13/24,9/13/2024 12:20:43PZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,9/16/24,9/16/2024 12:07:46PZ,,,,,,,Happy,,3,,9/16/2024 5:05:20PZ,,,,,,,Happy,,5,
17236,9/17/24,9/17/2024 12:14:51PZ,,,,,,,Happy,,0,,9/17/2024 5:11:24PZ,,,,,,,Happy,,3,
17236,9/18/24,9/18/2024 12:06:53PZ,,,,,,,Happy,,1,,9/18/2024 6:44:22PZ,,,,,,,Happy,,3,
17236,9/19/24,9/19/2024 12:16:58PZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,9/20/24,9/20/2024 12:13:16PZ,,,,,,,Happy,,0,,9/20/2024 6:34:49PZ,,,,,,,Happy,,0,
17236,9/23/24,9/23/2024 12:06:57PZ,,,,,,,Happy,,0,,9/23/2024 5:15:48PZ,,,,,,,Happy,,3,
17236,9/24/24,9/24/2024 12:06:30PZ,,,,,,,Happy,,3,,9/24/2024 5:09:37PZ,,,,,,,Happy,,2,
17236,9/25/24,9/25/2024 12:18:58PZ,,,,,,,Happy,,0,,9/25/2024 5:12:28PZ,,,,,,,Happy,,2,
17236,9/26/24,9/26/2024 12:01:06PZ,,,,,,,Happy,,0,,9/26/2024 5:08:59PZ,,,,,,,Happy,,0,
17236,9/27/24,9/27/2024 12:11:53PZ,,,,,,,Happy,,3,,,,,,,,,,,,
17236,9/30/24,9/30/2024 12:20:15PZ,,,,,,,Happy,,10,,9/30/2024 5:10:30PZ,,,,,,,Happy,,0,
17236,10/1/24,10/1/2024 12:08:38PZ,,,,,,,Happy,,0,,10/1/2024 5:05:13PZ,,,,,,,Happy,,0,
17236,10/2/24,10/2/2024 12:00:09PZ,,,,,,,Happy,,3,,,,,,,,,,,,
17236,10/3/24,10/3/2024 12:12:21PZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,10/4/24,10/4/2024 1:02:35PZ,,,,,,,Happy,,2,,,,,,,,,,,,
17236,10/7/24,10/7/2024 12:06:30PZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,10/8/24,10/8/2024 12:27:01PZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,10/10/24,10/10/2024 12:06:19PZ,,,,,,,Happy,,2,,,,,,,,,,,,
17236,10/11/24,10/11/2024 12:29:28PZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,10/21/24,10/21/2024 12:20:23PZ,,,,,,,Happy,,2,,10/21/2024 6:28:41PZ,,,,,,,Happy,,0,
17236,10/22/24,10/22/2024 12:06:42PZ,,,,,,,Happy,,2,,,,,,,,,,,,
17236,10/23/24,10/23/2024 12:13:43PZ,,,,,,,Happy,,5,,10/23/2024 6:12:09PZ,,,,,,,Happy,,0,
17236,10/24/24,10/24/2024 12:22:48PZ,,,,,,,Happy,,3,,,,,,,,,,,,
17236,10/25/24,10/25/2024 6:26:00PZ,,,,,,,Happy,,2,,10/25/2024 6:30:32PZ,,,,,,,Excited,,3,
17236,10/28/24,10/28/2024 12:18:36PZ,,,,,,,Happy,,0,,,,,,,,,,,,
17236,10/29/24,10/29/2024 12:12:25PZ,,,,,,,Happy,,0,,10/29/2024 6:24:23PZ,,,,,,,Happy,,2,
17236,10/30/24,10/30/2024 12:01:30PZ,,,,,,,Angry,,0,,10/30/2024 6:31:37PZ,,,,,,,Happy,,0,
17236,10/31/24,10/31/2024 12:15:11PZ,,,,,,,Happy,,0,,,,,,,,,,,,
